Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Possession,Attendance,Captain,Formation,Referee,Match Report,Notes,Shots on target against,Saves,Save %,Clean sheets,PSxG,PSxG+/-,40+ yard GK passes completed,40+ yard GK passes attempted,40+ yard GK completion %,GK open play passes attempted,GK throws attempted,% of passes launched by GK,Average length of GK pass,Goalkicks attempted,% of goakicks launched,Average length of goalkicks,Opposition crosses into area,Penalty area crosses stopped,Penalty area crosses stopped %,Def actions outside penalty area by GK,Average distance of GK def actions,Goals,Pens scored,Pens attempted,Shots,Shots on target,Free-kick shots,Shot on target %,Goals/Shot,Goals/Shots on target,npxG,npxG/Shot,Goals-xG,np:Goals-xG,Total passes completed,Total passes attempted,Total pass %,Total distance of passes,Progressive distance of passes,Short passes completed,Short passes attempted,Short pass %,Medium passes completed,Medium passes attempted,Medium pass %,Long passes completed,Long passes attempted,Long pass %,Assists,xA,Key passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Live passes,Dead ball passes,Free-kick passes,Through balls,Passes under pressure,Switches,Crosses,Corners,In-swinging corners,Out-swinging corners,Straight corners,Ground passes,Low passes,High passes,Left foot passes,Right foot passes,Headed passes,Throws taken,Other body part passes,Offsides,Out of bounds passes,Intercepted passes,Blocked passes,SCA,Live pass SCA,Dead ball SCA,Dribble SCA,Shot SCA,Foul SCA,GCA,Live pass GCA,Dead ball GCA,Dribble GCA,Shot GCA,Foul GCA,Own goal GCA,Tackles attempted,Tackles won,Tackles in def 3rd,Tackles in mid 3rd,Tackles in final 3rd,Tackles won against dribbles,Tackles attempted vs dribbles,Tackle% against dribbles,# Dribbled past,Pressures,Successful pressures,Pressure success %,Pressures in def 3rd,Pressures in mid 3rd,Pressures in final 3rd,Blocks,Shots blocked,Shots on target blocked,Passes blocked,Interceptions,Clearances,Errors,Touches,Touches in def area,Touches in def 3rd,Touches in middle 3rd,Touches in final 3rd,Touches in opposition pen area,Live ball touches,Successful dribbles,Attempted dribbles,Dribble success %,#Players dribbled past,Nutmegs,Carries,Total distance of carries,Progressive distance of carries,Targets,Balls received %,Miscontrols,Dispossessed,Points taken
2019-10-25,20:00 (00:30),Matchweek 10,Fri,Away,W,9,0,Southampton,3.6,0.4,71,28762.0,Kasper Schmeichel,4-1-4-1,Andre Marriner,Match Report,,3,3,1.0,1,0.7,0.7,4,5,80.0,15,6,26.7,31.3,7,14.3,23.0,4,1,25.0,0,21.5,9,1,1,23,15,1,65.2,0.35,0.53,2.9,0.13,5.4,5.1,640,736,87.0,11612,3560,4,22,18.2,507,552,91.8,129,162,79.6,4,1.7,15,56,14,4,67,695,41,2,0,103,22,27,7,2,2,0,475,155,106,169,496,26,24,14,0,11,15,14,37,30,0,3,2,2,14,10,0,1,1,2,0,26,19,9,9,8,4,28,14.3,24,159,61,38.4,55,69,35,11,1,0,10,5,23,0,855,41,184,427,282,40,813,24,34,70.6,26,3,598,3124,1672,700,91.4,4,22,3
2019-11-03,14:00 (19:30),Matchweek 11,Sun,Away,W,2,0,Crystal Palace,1.4,0.4,56,25480.0,Kasper Schmeichel,4-1-4-1,Paul Tierney,Match Report,,3,3,1.0,1,0.7,0.7,9,14,64.3,24,6,50.0,39.4,7,28.6,24.6,7,0,0.0,0,9.0,2,0,0,14,5,1,35.7,0.14,0.4,1.4,0.1,0.6,0.6,382,470,81.3,8031,2727,3,15,20.0,277,311,89.1,102,144,70.8,1,0.8,12,26,4,2,39,419,51,16,0,59,18,20,6,0,4,1,317,65,88,102,320,11,21,9,1,9,1,11,25,9,8,1,2,5,2,2,0,0,0,0,0,20,11,9,10,1,4,19,21.1,15,185,51,27.6,60,100,25,13,5,0,8,8,30,0,590,68,214,286,124,24,542,8,15,53.3,8,0,383,2006,1126,458,83.4,11,11,3
2019-11-09,17:30 (23:00),Matchweek 12,Sat,Home,W,2,0,Arsenal,1.7,0.8,50,32209.0,Kasper Schmeichel,4-1-4-1,Chris Kavanagh,Match Report,,1,1,1.0,1,0.3,0.3,5,9,55.6,17,5,47.1,33.6,5,20.0,31.4,10,0,0.0,1,18.0,2,0,0,19,7,1,36.8,0.11,0.29,1.7,0.09,0.3,0.3,439,503,87.3,7841,2251,3,16,18.8,358,378,94.7,78,109,71.6,2,1.2,14,40,13,5,47,455,48,11,0,131,15,16,5,1,3,1,385,68,50,106,356,4,26,7,0,8,4,11,30,25,2,2,0,1,4,4,0,0,0,0,0,18,9,9,6,3,10,22,45.5,12,173,42,24.3,38,70,65,15,3,0,12,11,23,0,625,52,137,318,211,39,579,12,17,70.6,12,0,434,2630,1689,489,89.8,13,17,3
2019-11-23,15:00 (20:30),Matchweek 13,Sat,Away,W,2,0,Brighton,3.4,0.9,46,30640.0,Kasper Schmeichel,4-1-4-1,Mike Dean,Match Report,,0,0,,1,0.0,0.0,4,16,25.0,20,2,55.0,43.5,7,71.4,58.0,11,0,0.0,0,20.3,2,1,1,18,8,1,44.4,0.06,0.13,2.6,0.16,-1.4,-1.6,360,438,82.2,6783,2217,4,15,26.7,277,303,91.4,79,120,65.8,1,1.9,11,17,8,2,29,399,39,9,2,72,10,21,7,0,5,1,298,67,73,124,278,13,15,3,1,11,3,12,30,22,2,2,1,3,3,2,0,0,0,1,0,16,11,12,3,1,9,21,42.9,12,172,42,24.4,67,64,41,16,3,0,13,13,30,0,566,65,246,233,136,39,526,9,11,81.8,9,1,323,2182,1342,410,87.8,15,9,3
2019-12-01,16:30 (22:00),Matchweek 14,Sun,Home,W,2,1,Everton,2.3,0.9,70,32144.0,Kasper Schmeichel,4-5-1,Graham Scott,Match Report,,3,2,0.667,0,0.8,-0.2,3,6,50.0,24,5,20.8,30.7,6,16.7,24.0,6,0,0.0,3,21.3,2,0,0,14,6,0,42.9,0.14,0.33,2.3,0.17,-0.3,-0.3,562,681,82.5,10786,3042,8,19,42.1,424,477,88.9,130,185,70.3,2,2.1,11,42,10,1,52,634,47,12,7,168,18,25,4,2,2,0,433,156,92,151,466,21,23,8,1,11,11,15,22,19,2,1,0,0,4,4,0,0,0,0,0,18,14,8,8,2,6,15,40.0,9,118,41,34.7,36,52,30,15,4,0,11,9,25,0,801,55,216,418,227,41,757,7,12,58.3,9,0,526,3399,1997,654,85.9,8,18,3
2019-12-04,19:30 (01:00),Matchweek 15,Wed,Home,W,2,0,Watford,2.8,0.3,61,31763.0,Kasper Schmeichel,4-1-4-1,Craig Pawson,Match Report,,1,1,1.0,1,0.1,0.1,6,11,54.5,21,3,33.3,34.2,8,50.0,40.9,9,0,0.0,1,17.5,2,1,1,11,3,0,27.3,0.09,0.33,2.1,0.21,-0.8,-1.1,499,594,84.0,9209,2906,8,20,40.0,392,438,89.5,99,136,72.8,1,1.5,8,34,11,0,44,544,50,16,2,98,11,21,7,4,3,0,407,96,91,106,424,28,18,5,2,4,5,11,19,13,1,3,1,1,4,2,0,1,0,1,0,11,5,7,3,1,7,17,41.2,10,180,38,21.1,67,81,32,16,1,0,15,13,47,0,741,45,225,383,175,20,691,17,25,68.0,20,2,483,2421,1394,580,86.0,19,9,3
2019-12-08,14:00 (19:30),Matchweek 16,Sun,Away,W,4,1,Aston Villa,4.4,1.1,58,41908.0,Kasper Schmeichel,4-4-2◆,Michael Oliver,Match Report,,2,1,0.5,0,0.4,-0.6,9,16,56.3,19,1,52.6,46.0,8,75.0,50.9,16,1,6.3,1,16.7,4,0,0,24,8,0,33.3,0.17,0.5,4.4,0.21,-0.4,-0.4,417,497,83.9,8154,2995,6,15,40.0,318,355,89.6,93,127,73.2,3,3.4,20,44,13,1,52,447,50,21,3,130,17,23,5,1,3,0,324,74,99,122,330,15,14,4,1,5,10,8,40,24,5,4,4,3,6,3,1,1,1,0,0,18,14,6,6,6,10,32,31.3,22,207,51,24.6,89,64,54,15,5,0,10,11,35,0,637,67,175,319,179,52,591,12,22,54.5,13,1,418,2580,1450,477,87.4,6,6,3
2019-12-14,15:00 (20:30),Matchweek 17,Sat,Home,D,1,1,Norwich City,1.4,1.8,56,32101.0,Kasper Schmeichel,4-4-2◆,Andy Madley,Match Report,,3,2,0.667,0,1.0,0.0,6,14,42.9,26,1,46.2,38.1,4,50.0,38.8,5,0,0.0,1,25.7,0,0,0,19,5,0,26.3,0.0,0.0,1.4,0.07,-1.4,-1.4,457,555,82.3,8704,2631,5,18,27.8,346,388,89.2,106,149,71.1,0,1.1,13,33,8,2,51,489,66,15,1,116,17,33,12,5,4,2,371,91,93,122,379,10,33,1,0,8,10,12,26,15,6,2,2,0,2,0,1,0,0,0,1,22,14,9,11,2,9,21,42.9,12,197,57,28.9,48,100,49,15,4,1,11,14,17,0,678,46,157,331,241,34,616,9,20,45.0,9,0,472,2867,1660,521,87.7,17,14,1
2019-12-21,17:30 (23:00),Matchweek 18,Sat,Away,L,1,3,Manchester City,0.9,3.3,38,54415.0,Kasper Schmeichel,4-1-4-1,Mike Dean,Match Report,,11,9,0.818,0,4.5,1.5,2,9,22.2,30,5,30.0,35.1,8,0.0,17.3,10,0,0.0,0,11.0,1,0,0,5,2,0,40.0,0.2,0.5,0.9,0.18,0.1,0.1,344,434,79.3,6618,1921,9,17,52.9,251,286,87.8,84,131,64.1,1,0.9,5,7,1,1,16,390,44,15,1,114,11,10,0,0,0,0,292,73,69,95,298,12,17,7,3,16,7,14,10,9,0,1,0,0,2,2,0,0,0,0,0,17,10,12,4,1,9,24,37.5,15,206,46,22.3,75,104,27,17,7,0,10,10,17,0,539,111,287,227,54,9,498,7,12,58.3,7,0,350,1799,847,405,84.9,7,14,0
2019-12-26,20:00 (01:30),Matchweek 19,Thu,Home,L,0,4,Liverpool,0.1,3.1,41,32211.0,Kasper Schmeichel,4-1-4-1,Michael Oliver,Match Report,,5,2,0.4,0,2.4,-1.6,10,18,55.6,30,6,46.7,36.1,9,44.4,34.6,12,0,0.0,1,13.4,0,0,0,3,0,0,0.0,0.0,,0.1,0.04,-0.1,-0.1,359,452,79.4,6770,2298,7,14,50.0,273,321,85.0,79,117,67.5,0,0.1,2,19,2,0,30,407,45,10,0,127,9,12,2,0,2,0,304,76,72,97,301,21,19,8,6,8,5,8,4,4,0,0,0,0,0,0,0,0,0,0,0,20,14,14,5,1,9,25,36.0,16,194,53,27.3,61,94,39,18,2,0,16,10,36,3,576,105,281,219,105,8,531,8,14,57.1,8,0,352,1724,942,416,86.3,16,13,0
2019-12-28,17:30 (23:00),Matchweek 20,Sat,Away,W,2,1,West Ham,2.2,1.0,57,59919.0,Wes Morgan,4-4-1-1,David Coote,Match Report,,4,3,0.75,0,1.0,0.0,7,15,46.7,29,4,37.9,36.3,7,57.1,48.3,7,0,0.0,1,14.3,2,0,1,11,6,1,54.5,0.18,0.33,1.4,0.14,-0.2,0.6,438,533,82.2,8075,2703,13,27,48.1,332,360,92.2,93,146,63.7,2,1.2,7,22,6,0,46,473,60,15,3,95,12,17,5,0,4,0,349,89,95,104,364,20,31,7,4,12,8,12,22,13,1,4,1,3,4,3,0,0,0,1,0,11,7,5,6,0,3,25,12.0,22,162,56,34.6,65,73,24,23,5,0,18,16,30,0,684,63,234,350,142,23,625,12,24,50.0,13,1,443,2402,1106,510,85.9,18,17,3
2020-01-01,15:00 (20:30),Matchweek 21,Wed,Away,W,3,0,Newcastle Utd,1.6,0.8,76,52178.0,Kasper Schmeichel,3-5-2,Martin Atkinson,Match Report,,2,2,1.0,1,0.2,0.2,2,3,66.7,16,3,18.8,27.7,1,0.0,20.0,3,0,0.0,0,8.8,3,0,0,16,9,1,56.3,0.19,0.33,1.6,0.11,1.4,1.4,773,859,90.0,14285,3780,5,17,29.4,611,653,93.6,157,189,83.1,2,1.0,11,71,12,1,52,825,34,7,2,88,17,11,5,2,1,0,710,91,58,287,520,13,20,5,3,7,9,13,26,17,3,1,3,2,5,4,0,1,0,0,0,16,8,5,8,3,4,14,28.6,10,116,43,37.1,31,47,38,10,1,0,9,16,22,0,967,33,189,561,278,28,934,7,11,63.6,7,0,721,3261,1500,838,92.2,11,14,3
2020-01-11,15:00 (20:30),Matchweek 22,Sat,Home,L,1,2,Southampton,0.8,2.3,57,32115.0,Kasper Schmeichel,4-1-4-1,Lee Mason,Match Report,,8,6,0.75,0,2.0,0.0,6,15,40.0,26,4,38.5,37.0,6,83.3,56.7,7,0,0.0,1,20.4,1,0,0,5,5,0,100.0,0.2,0.2,0.8,0.16,0.2,0.2,328,452,72.6,6715,2072,2,10,20.0,241,298,80.9,85,144,59.0,1,0.8,5,22,2,1,37,390,62,19,1,44,14,13,2,1,0,1,263,77,112,95,286,27,32,5,1,14,17,7,8,6,2,0,0,0,2,1,1,0,0,0,0,22,14,12,10,0,7,15,46.7,8,116,36,31.0,54,49,13,17,4,1,13,10,49,2,609,63,229,307,102,13,554,8,22,36.4,10,0,327,1886,1079,406,80.8,14,12,0
2020-01-19,14:00 (19:30),Matchweek 23,Sun,Away,L,1,2,Burnley,2.2,1.3,56,19788.0,Kasper Schmeichel,4-1-4-1,Anthony Taylor,Match Report,,5,3,0.6,0,1.7,-0.3,7,18,38.9,30,3,43.3,40.8,7,71.4,44.6,9,1,11.1,3,28.1,1,0,1,18,7,0,38.9,0.06,0.14,1.4,0.09,-1.2,-0.4,429,541,79.3,8175,2918,7,19,36.8,319,366,87.2,103,156,66.0,1,0.9,12,29,17,1,62,490,51,14,4,75,6,22,5,0,4,1,309,89,143,110,359,28,22,4,0,9,6,16,29,21,2,1,3,2,0,0,0,0,0,0,0,24,16,13,7,4,8,24,33.3,16,130,46,35.4,46,57,27,17,1,0,16,10,25,1,672,78,222,284,197,41,622,8,13,61.5,9,0,426,2651,1431,502,85.5,11,15,0
2020-01-22,19:30 (01:00),Matchweek 24,Wed,Home,W,4,1,West Ham,2.9,1.6,67,31968.0,Kasper Schmeichel,4-1-4-1,David Coote,Match Report,,1,1,1.0,0,1.3,0.3,3,6,50.0,22,4,18.2,31.5,4,50.0,27.5,3,0,0.0,0,9.2,4,1,1,18,7,0,38.9,0.17,0.43,2.2,0.13,1.1,0.8,527,620,85.0,9858,2887,12,22,54.5,409,455,89.9,106,143,74.1,3,1.9,15,39,16,4,51,567,53,17,1,98,20,20,7,3,4,0,410,102,108,136,418,14,23,9,2,8,8,11,33,23,3,3,2,2,8,6,0,1,0,1,0,22,10,13,6,3,5,13,38.5,8,172,60,34.9,52,73,47,12,2,0,10,8,6,0,735,52,179,357,239,43,686,12,20,60.0,15,0,492,2952,1752,591,89.2,19,11,3
2020-02-01,12:30 (18:00),Matchweek 25,Sat,Home,D,2,2,Chelsea,1.5,0.5,49,32186.0,Kasper Schmeichel,4-1-4-1,Lee Mason,Match Report,,3,1,0.33299999999999996,0,1.0,-1.0,4,10,40.0,38,2,23.7,29.7,6,16.7,26.8,7,0,0.0,0,16.5,2,0,0,14,4,2,28.6,0.14,0.5,1.5,0.11,0.5,0.5,384,492,78.0,7409,2449,6,20,30.0,288,334,86.2,90,138,65.2,2,1.4,12,27,6,2,44,442,50,13,3,86,9,16,4,1,3,0,292,86,114,96,334,29,24,3,1,11,5,13,26,19,3,0,2,2,4,4,0,0,0,0,0,32,22,14,17,1,8,18,44.4,10,214,71,33.2,59,113,42,14,3,0,11,10,28,1,625,87,249,261,136,22,576,6,8,75.0,6,0,382,2152,1058,465,82.6,13,17,1
2020-02-14,20:00 (01:30),Matchweek 26,Fri,Away,D,0,0,Wolves,0.7,1.0,57,31682.0,Kasper Schmeichel,4-1-4-1,Mike Dean,Match Report,,3,3,1.0,1,0.4,0.4,3,11,27.3,18,3,33.3,33.8,10,50.0,42.6,11,1,9.1,0,14.0,0,0,0,9,3,0,33.3,0.0,0.0,0.7,0.07,-0.7,-0.7,439,521,84.3,8617,2535,7,22,31.8,324,357,90.8,108,142,76.1,0,0.5,6,28,2,1,36,475,46,15,0,72,4,19,0,0,0,0,370,74,77,98,368,17,20,6,0,10,3,16,15,7,3,1,1,3,0,0,0,0,0,0,0,23,11,14,6,3,13,35,37.1,22,172,55,32.0,68,74,30,22,4,0,18,13,24,0,652,61,205,326,173,21,608,9,22,40.9,10,0,449,2859,1667,516,85.1,8,14,1
2020-02-22,17:30 (23:00),Matchweek 27,Sat,Home,L,0,1,Manchester City,1.1,2.3,33,32068.0,Kasper Schmeichel,3-5-2,Paul Tierney,Match Report,,6,5,0.833,0,2.8,1.8,7,19,36.8,27,8,55.6,46.9,6,66.7,51.7,6,2,33.3,1,14.9,0,0,0,10,3,2,30.0,0.0,0.0,1.1,0.11,-1.1,-1.1,269,352,76.4,5796,2359,5,14,35.7,185,219,84.5,79,119,66.4,0,0.9,7,24,5,1,23,311,41,9,3,41,8,11,3,0,2,0,198,64,90,104,193,15,21,11,1,9,8,11,15,12,0,1,0,2,0,0,0,0,0,0,0,13,9,8,5,0,5,17,29.4,12,224,54,24.1,83,106,35,21,5,0,16,13,22,0,461,74,196,185,99,9,420,19,26,73.1,19,0,290,1647,911,336,80.1,16,7,0
2020-02-28,20:00 (01:30),Matchweek 28,Fri,Away,L,0,1,Norwich City,1.4,0.9,58,27010.0,Kasper Schmeichel,4-1-4-1,Craig Pawson,Match Report,,6,5,0.833,0,1.4,0.4,4,10,40.0,24,5,41.7,38.8,4,0.0,17.0,6,1,16.7,2,27.6,0,0,0,19,4,0,21.1,0.0,0.0,1.4,0.08,-1.4,-1.4,422,516,81.8,8479,2668,7,21,33.3,302,343,88.0,113,152,74.3,0,1.1,15,26,9,2,44,461,55,15,1,90,19,22,7,1,3,2,338,75,103,116,341,14,27,6,0,10,9,13,30,24,3,2,1,0,0,0,0,0,0,0,0,20,9,11,6,3,7,23,30.4,16,194,67,34.5,63,78,53,11,4,0,7,12,10,0,630,53,202,265,221,32,578,12,19,63.2,12,1,450,2650,1521,492,85.8,13,18,0
2020-03-09,20:00 (01:30),Matchweek 29,Mon,Home,W,4,0,Aston Villa,2.3,0.5,64,32125.0,Kasper Schmeichel,4-1-4-1,Michael Oliver,Match Report,,1,1,1.0,1,0.1,0.1,13,18,72.2,32,3,50.0,39.1,5,40.0,31.8,4,0,0.0,0,12.2,4,1,1,14,6,0,42.9,0.21,0.5,1.5,0.12,1.7,1.5,490,600,81.7,9888,2988,9,28,32.1,370,422,87.7,111,150,74.0,2,1.4,13,36,11,3,55,539,61,13,2,107,22,29,9,2,4,0,389,100,111,109,423,14,33,5,3,12,8,24,23,16,4,1,1,1,6,5,0,1,0,0,0,26,11,7,15,4,8,15,53.3,7,153,45,29.4,33,80,40,8,0,0,8,9,20,0,712,54,200,339,209,37,654,16,26,61.5,16,0,465,2680,1514,552,88.8,9,13,3
2020-06-20,12:30 (17:00),Matchweek 30,Sat,Away,D,1,1,Watford,0.8,0.9,67,,Kasper Schmeichel,4-1-4-1,Craig Pawson,Match Report,,4,3,0.75,0,1.5,0.5,2,7,28.6,20,6,25.0,31.2,6,33.3,33.3,14,0,0.0,0,8.5,1,0,0,15,2,1,13.3,0.07,0.5,0.8,0.05,0.2,0.2,467,596,78.4,8649,2531,10,30,33.3,372,425,87.5,85,141,60.3,1,0.6,11,38,6,1,46,544,52,14,1,126,17,23,7,1,4,0,399,67,130,121,399,31,23,8,2,14,5,20,24,19,1,1,1,2,2,2,0,0,0,0,0,27,18,17,7,3,12,20,60.0,8,130,56,43.1,52,49,29,10,0,0,10,5,25,1,722,76,223,353,190,19,671,2,6,33.3,3,1,404,2427,1312,520,89.8,11,13,1
2020-06-23,18:00 (22:30),Matchweek 31,Tue,Home,D,0,0,Brighton,0.7,1.2,67,,Kasper Schmeichel,4-4-2,Lee Mason,Match Report,,1,1,1.0,1,1.0,1.0,4,8,50.0,15,3,40.0,35.3,4,50.0,37.3,4,1,25.0,0,21.0,0,0,0,11,2,1,18.2,0.0,0.0,0.7,0.06,-0.7,-0.7,541,644,84.0,10153,2904,4,20,20.0,421,461,91.3,116,163,71.2,0,0.4,7,47,14,4,45,601,43,12,0,75,18,25,6,1,4,1,409,135,100,141,438,17,20,8,0,12,9,17,17,12,1,0,2,2,0,0,0,0,0,0,0,16,9,11,4,1,7,23,30.4,16,157,55,35.0,51,65,41,15,5,0,10,9,17,0,750,43,198,407,201,25,709,9,14,64.3,10,0,557,2756,1309,618,87.5,14,15,1
2020-07-01,18:00 (22:30),Matchweek 32,Wed,Away,L,1,2,Everton,1.6,1.2,64,,Kasper Schmeichel,4-1-4-1,David Coote,Match Report,,2,1,0.5,0,1.8,-0.2,7,8,87.5,26,6,23.1,30.2,3,66.7,34.7,6,0,0.0,2,18.1,1,0,0,15,3,0,20.0,0.07,0.33,1.6,0.11,-0.6,-0.6,536,643,83.4,10919,3086,9,16,56.3,383,432,88.7,144,195,73.8,0,0.9,10,43,8,1,47,596,47,12,1,86,25,35,5,1,3,0,481,76,86,150,429,17,24,8,1,13,5,15,21,11,1,6,3,0,0,0,0,0,0,0,0,17,11,7,8,2,5,20,25.0,15,100,36,36.0,31,39,30,13,4,0,9,7,9,0,740,50,199,374,224,33,699,21,30,70.0,22,1,541,3445,1854,595,90.1,7,12,0
2020-07-04,15:00 (19:30),Matchweek 33,Sat,Home,W,3,0,Crystal Palace,2.6,0.6,53,,Kasper Schmeichel,3-4-1-2,Jonathan Moss,Match Report,,1,1,1.0,1,0.2,0.2,12,12,100.0,15,1,60.0,39.0,5,60.0,51.0,7,0,0.0,0,12.0,3,0,0,14,3,0,21.4,0.21,1.0,2.6,0.19,0.4,0.4,449,544,82.5,8742,2851,7,25,28.0,338,371,91.1,104,148,70.3,3,2.5,13,30,5,3,36,499,45,9,5,75,10,11,3,2,1,0,392,58,94,121,363,16,27,2,1,5,5,16,22,16,3,3,0,0,5,5,0,0,0,0,0,31,11,18,12,1,7,24,29.2,17,182,55,30.2,64,92,26,19,1,0,18,14,23,0,682,49,222,348,150,18,637,10,17,58.8,11,1,436,2199,1163,532,84.4,16,13,3
2020-07-07,20:15 (00:45),Matchweek 34,Tue,Away,D,1,1,Arsenal,1.5,1.7,61,,Kasper Schmeichel,3-4-3,Chris Kavanagh,Match Report,,7,6,0.857,0,2.4,1.4,10,16,62.5,33,3,39.4,40.4,7,42.9,39.1,7,0,0.0,2,20.5,1,0,0,13,5,1,38.5,0.08,0.2,1.5,0.11,-0.5,-0.5,481,590,81.5,9568,3040,3,11,27.3,357,406,87.9,121,173,69.9,1,1.4,11,41,10,6,29,545,45,13,1,131,11,18,1,0,0,0,393,78,119,115,406,30,22,5,1,10,7,9,21,18,2,0,0,1,2,2,0,0,0,0,0,16,12,8,8,0,7,14,50.0,7,186,64,34.4,63,78,45,20,2,0,18,7,26,0,698,77,228,333,163,17,654,4,7,57.1,5,0,402,2011,972,568,84.7,14,9,1
2020-07-12,19:00 (23:30),Matchweek 35,Sun,Away,L,1,4,Bournemouth,1.4,1.9,56,,Kasper Schmeichel,3-4-1-2,Stuart Attwell,Match Report,,3,1,0.0,0,1.8,-1.2,8,16,50.0,26,1,53.8,43.9,7,28.6,35.4,10,0,0.0,1,12.3,1,0,0,13,5,0,38.5,0.08,0.2,1.4,0.11,-0.4,-0.4,464,597,77.7,8888,3231,14,29,48.3,339,393,86.3,111,175,63.4,0,0.5,9,29,14,3,52,536,61,15,1,135,12,19,6,0,5,0,350,110,137,144,367,36,28,4,1,10,5,16,17,13,0,3,0,1,0,0,0,0,0,0,0,19,8,5,12,2,5,21,23.8,16,169,57,33.7,52,78,39,20,3,0,17,15,15,2,703,58,248,332,158,28,645,7,9,77.8,7,0,408,2168,1036,566,82.0,16,4,0
2020-07-16,18:00 (22:30),Matchweek 36,Thu,Home,W,2,0,Sheffield Utd,2.1,0.2,53,,Wes Morgan,3-4-3,Michael Oliver,Match Report,,0,0,,1,0.0,0.0,6,22,27.3,31,2,61.3,49.6,4,75.0,67.0,9,0,0.0,1,17.8,2,0,0,15,7,0,46.7,0.13,0.29,2.1,0.14,-0.1,-0.1,390,499,78.2,7466,2197,11,24,45.8,289,323,89.5,90,152,59.2,2,1.8,12,32,5,3,32,452,47,13,1,79,16,26,9,1,3,4,325,51,123,107,337,22,20,6,2,12,6,15,26,25,0,0,1,0,4,4,0,0,0,0,0,20,12,10,10,0,5,10,50.0,5,93,27,29.0,34,47,12,7,2,0,5,13,49,0,615,51,200,285,166,24,570,8,10,80.0,8,0,386,2111,1094,436,89.4,5,7,3
2019-08-11,16:30 (21:00),Matchweek 1,Sun,Home,W,4,0,Chelsea,2.1,0.8,46,73620.0,David de Gea,4-2-3-1,Anthony Taylor,Match Report,,7,7,1.0,1,0.8,0.8,4,8,50.0,20,5,25.0,30.9,7,42.9,39.6,10,1,10.0,0,8.3,4,1,1,10,4,0,40.0,0.3,0.75,1.4,0.15,1.9,1.6,393,478,82.2,7363,2377,9,28,32.1,300,338,88.8,84,112,75.0,3,1.3,9,16,8,2,33,439,39,12,2,110,13,14,3,0,1,2,377,39,62,80,360,9,16,6,2,5,8,18,19,18,0,0,0,1,7,6,0,0,0,1,0,22,15,8,10,4,10,24,41.7,14,230,69,30.0,60,122,48,16,4,0,12,11,29,0,614,75,246,281,128,29,577,16,27,59.3,16,0,444,2507,1291,448,87.7,17,9,3
2019-08-19,20:00 (00:30),Matchweek 2,Mon,Away,D,1,1,Wolves,1.3,0.3,64,31314.0,David de Gea,4-2-3-1,Jonathan Moss,Match Report,,2,1,0.5,0,0.4,-0.6,5,7,71.4,24,8,20.8,27.9,3,66.7,43.0,7,0,0.0,0,10.5,1,0,1,8,1,1,12.5,0.13,1.0,0.6,0.08,-0.3,0.4,585,681,85.9,10557,3102,12,25,48.0,470,521,90.2,103,135,76.3,1,0.4,5,39,11,1,50,639,42,16,1,137,25,17,6,2,1,2,496,79,106,119,504,25,15,11,1,9,8,17,13,6,4,0,1,2,2,2,0,0,0,0,0,23,13,10,11,2,10,22,45.5,12,224,79,35.3,55,115,54,11,1,0,10,7,23,0,799,60,192,435,214,21,758,8,20,40.0,11,2,554,3104,1619,671,87.2,18,8,1
2019-08-24,15:00 (19:30),Matchweek 3,Sat,Home,L,1,2,Crystal Palace,2.2,0.8,70,73454.0,David de Gea,4-2-3-1,Paul Tierney,Match Report,,3,1,0.33299999999999996,0,1.0,-1.0,2,3,66.7,9,3,22.2,30.8,5,20.0,24.6,1,0,0.0,0,6.0,1,0,1,21,3,3,14.3,0.05,0.33,1.4,0.07,-1.2,-0.4,502,593,84.7,9750,2904,4,15,26.7,373,422,88.4,125,156,80.1,1,0.8,13,55,10,1,70,541,52,14,2,111,20,27,8,5,1,2,456,61,76,100,433,20,22,5,0,10,12,12,32,18,5,1,2,6,2,2,0,0,0,0,0,10,5,6,3,1,2,14,14.3,12,91,26,28.6,20,51,20,10,1,0,9,7,12,0,706,35,116,384,261,42,653,10,21,47.6,11,2,539,3099,1913,560,89.6,11,14,0
2019-08-31,12:30 (17:00),Matchweek 4,Sat,Away,D,1,1,Southampton,1.7,0.8,60,30499.0,Ashley Young,4-2-3-1,Mike Dean,Match Report,,2,1,0.5,0,0.7,-0.3,2,10,20.0,16,6,25.0,28.2,10,60.0,50.1,12,0,0.0,0,8.5,1,0,0,21,8,0,38.1,0.05,0.13,1.7,0.08,-0.7,-0.7,464,580,80.0,8922,2931,6,23,26.1,366,416,88.0,92,141,65.2,1,1.7,19,31,21,4,68,511,69,17,5,125,17,22,3,1,1,1,407,75,98,99,406,21,37,9,1,11,12,21,38,33,0,4,0,1,2,2,0,0,0,0,0,20,11,13,5,2,10,16,62.5,6,132,47,35.6,41,53,38,16,3,0,13,8,26,0,723,67,231,304,230,40,657,14,30,46.7,15,2,494,2567,1566,551,84.2,13,12,1
